filename,true_label,predicted_label,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4,probability_class_5,probability_class_6
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025661.jpg,2,1,0.18013756,0.45026973,0.050177522,4.621003e-05,0.31924278,0.00012280146,3.3888175e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027850.jpg,2,2,5.3373983e-06,0.0015511748,0.5902486,1.4574501e-08,0.40676764,0.0014271087,3.5532906e-08
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029068.jpg,2,2,0.0006175848,0.00039250797,0.9986981,2.2327645e-06,6.0529255e-06,0.00026551558,1.797575e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025984.jpg,2,5,4.3964803e-05,0.049303494,0.055752598,6.938333e-06,0.119613975,0.7745732,0.00070571474
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032417.jpg,2,2,3.6198435e-05,1.4959627e-06,0.9996063,3.3459213e-07,6.609498e-06,0.0003464505,2.5741083e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027310.jpg,2,5,8.584002e-06,0.00025003348,0.006805887,0.00029197664,5.9770497e-05,0.99257857,5.1192933e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025937.jpg,2,2,5.9835234e-06,1.6700436e-05,0.99994636,3.5251517e-08,7.756573e-06,2.3124278e-05,1.5602278e-07
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027828.jpg,2,5,0.00010977357,0.0014933756,0.0054921033,3.0840479e-06,0.12217112,0.86798483,0.0027457364
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0030698.jpg,2,2,2.1709436e-06,0.00013074391,0.9962213,3.284603e-07,0.00023851656,0.0032976614,0.0001092524
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0024981.jpg,2,4,6.0587266e-05,0.03314347,0.025813196,4.3597875e-06,0.74034345,0.20063367,1.3537611e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027053.jpg,2,2,0.005586494,0.0011024824,0.5378688,4.0397226e-05,0.41595197,0.03944691,2.9577225e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025819.jpg,2,2,0.00036941678,7.49876e-05,0.9861524,4.695174e-05,0.012076164,0.0012789794,1.0305212e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032013.jpg,2,2,0.10596049,8.081053e-06,0.8649188,7.399898e-05,0.024582949,0.0044542463,1.3619973e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025099.jpg,2,2,0.00015120393,0.013250671,0.9631688,4.6589746e-05,0.0016010263,0.02175548,2.6149164e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029289.jpg,2,5,0.00027248476,0.0012183391,0.07254891,8.514946e-05,0.073016316,0.85255593,0.00030287795
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032283.jpg,2,2,0.0040749605,0.09171323,0.6414449,0.00040979378,0.24253,0.019784102,4.295669e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0031624.jpg,2,2,0.000313347,0.0013142761,0.79159814,0.00010677482,0.0008584819,0.20547035,0.0003386677
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029060.jpg,2,2,0.000283911,0.0001295057,0.8777256,0.00016342274,0.017919602,0.1037744,3.6072572e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032306.jpg,2,2,4.906457e-05,3.9245176e-09,0.99987733,2.4213929e-05,4.3884414e-05,5.4482193e-06,4.4898177e-10
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027957.jpg,2,5,1.7778955e-05,0.00023313088,0.05323752,1.1572529e-05,0.0032865219,0.9431781,3.543562e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032382.jpg,2,2,0.0029906165,0.07051433,0.77379704,2.1008367e-07,0.018499436,0.13418521,1.3166212e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029674.jpg,2,2,0.04413087,4.1526666e-05,0.9452233,3.5469725e-06,0.0019502568,0.008637089,1.3419239e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0024623.jpg,2,2,4.5225624e-05,1.0211039e-05,0.99982506,5.0031876e-08,0.00010874339,1.0067949e-05,5.4878495e-07
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032929.jpg,2,0,0.6544081,0.00022380761,0.054778613,0.00031050187,0.2649701,0.025296556,1.2284604e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033900.jpg,2,2,0.014012331,0.0005571594,0.6984171,0.0001593961,0.16819417,0.11865272,7.0140973e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0030276.jpg,2,2,0.14763372,0.06755783,0.67912495,2.1286542e-05,0.09946144,0.0058461013,0.0003547086
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033465.jpg,2,2,7.231639e-07,1.7961017e-07,0.81230634,1.5919624e-05,0.12516132,0.0625155,2.3290557e-08
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029683.jpg,2,4,8.770826e-05,8.088832e-06,0.24368683,3.175062e-05,0.6091665,0.14701578,3.2782104e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032514.jpg,2,2,0.0660226,0.0025370868,0.46050107,7.4487484e-06,0.27748138,0.1934496,8.4598753e-07
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033910.jpg,2,2,0.014892018,0.007733251,0.60276556,0.000108772336,0.28109914,0.09322992,0.00017134155
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033212.jpg,2,2,0.001130162,0.00087752385,0.9924682,5.8495527e-08,0.00066237873,0.004837069,2.4625779e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033601.jpg,2,2,8.209535e-06,2.521047e-06,0.9991462,6.0613e-07,0.00067615794,0.00014867597,1.746952e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033677.jpg,2,2,0.0014752569,0.00017359912,0.99505335,0.0004028008,0.001618375,0.0012712799,5.314676e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033262.jpg,2,2,0.024353992,0.014804427,0.41762692,0.00522964,0.16177152,0.37577114,0.00044233134
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032570.jpg,2,2,0.0014639292,9.340517e-06,0.97397196,4.8058697e-05,0.001781391,0.021438176,0.0012872004
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033264.jpg,2,2,0.0008750375,5.392883e-05,0.91629624,5.3139665e-06,0.079054184,0.0037149105,3.429425e-07
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032665.jpg,2,2,0.00030140489,0.00015070036,0.77313715,6.6880566e-06,0.03986732,0.186476,6.0716877e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033587.jpg,2,4,0.00069579907,1.5429932e-06,0.22010367,0.00011212121,0.6473774,0.1317069,2.623949e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032675.jpg,2,2,0.00033210797,7.261106e-06,0.7280845,1.8460147e-06,0.2056618,0.06591221,2.9449183e-07
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033449.jpg,2,2,0.004273714,5.0141534e-07,0.8724349,0.0003657032,0.0758926,0.047032516,3.548411e-08
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033758.jpg,2,2,0.010574635,0.030536251,0.82739115,0.00067509245,0.040023666,0.06362036,0.027178857
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032876.jpg,2,2,0.004387565,0.0033011357,0.6698959,0.0002368152,0.22332439,0.09842799,0.00042619358
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025157.jpg,2,2,0.048123702,0.00034320977,0.9486694,2.6036457e-07,0.0016295189,0.0012247149,9.127488e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0026060.jpg,2,2,0.14738196,2.2657355e-07,0.8525735,1.9862796e-06,1.057456e-05,2.8005144e-05,3.7416116e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029394.jpg,2,2,0.0016613617,6.173501e-08,0.98562336,1.7278211e-06,5.2656538e-05,0.012660211,5.3598086e-07
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0026844.jpg,2,2,0.05748768,0.005421349,0.88232726,0.0039961273,0.018259095,0.032385767,0.0001227791
