image_path,true_label,predicted_label,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4,probability_class_5,probability_class_6
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025661.jpg,2,1,8.4811036e-05,0.9999151,1.2756693e-17,1.9571789e-15,1.136822e-17,6.359802e-23,2.3109737e-14
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027850.jpg,2,0,0.9172833,1.6565074e-05,0.082695596,2.1072973e-15,4.2122912e-07,4.1233734e-06,6.132585e-16
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029068.jpg,2,2,3.9729775e-09,2.8823507e-13,1.0,5.0663036e-16,2.5790981e-25,4.8532214e-16,1.3200469e-24
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025984.jpg,2,5,1.0340816e-10,0.0005658738,1.2972492e-06,9.660627e-06,1.0214451e-11,0.99942315,1.6812941e-09
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032417.jpg,2,2,1.0543202e-12,1.6344467e-19,1.0,4.4428863e-19,1.0621994e-21,3.1165644e-13,7.006531e-29
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027310.jpg,2,2,3.796753e-12,1.130185e-11,1.0,2.5306932e-08,3.8542405e-16,5.4092455e-09,2.3035633e-23
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025937.jpg,2,2,5.6756852e-14,8.427342e-22,1.0,6.6558246e-23,2.1468364e-24,3.1608816e-10,5.364013e-26
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027828.jpg,2,2,3.9415818e-11,0.0003329111,0.86220676,0.0777303,0.03369359,0.02603639,6.2627664e-10
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0030698.jpg,2,2,4.2076964e-17,8.5305007e-19,1.0,5.7789946e-24,1.715978e-20,1.7832473e-11,1.191851e-28
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0024981.jpg,2,5,3.2290046e-11,1.2625946e-08,9.54492e-12,9.997018e-16,1.2029639e-05,0.99998796,1.7461266e-21
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027053.jpg,2,3,1.05414e-10,1.75742e-14,4.0750574e-06,0.9995307,0.00020819572,0.0002570874,1.008599e-18
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025819.jpg,2,0,1.0,2.5286674e-15,6.2993935e-09,6.4198034e-13,2.1521445e-14,4.5074096e-14,1.1800777e-16
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032013.jpg,2,0,1.0,9.3717194e-17,1.0096753e-14,6.425636e-20,2.9613682e-15,9.7027084e-20,1.2929537e-19
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025099.jpg,2,2,3.7357033e-08,0.0011694962,0.99881846,1.8129968e-10,7.977753e-15,1.201557e-05,2.1459012e-19
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029289.jpg,2,5,5.4200765e-16,1.3915577e-05,4.1283037e-08,1.1245512e-06,0.1732856,0.8266994,3.267972e-10
