image_path,true_label,predicted_label,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4,probability_class_5,probability_class_6
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025661.jpg,2,0,0.5814713,0.14701897,0.22070162,0.033845685,0.0089682145,0.0036234863,0.004370759
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027850.jpg,2,1,0.21088263,0.62957925,0.04351809,0.024411436,0.07287908,0.0039232746,0.014806285
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029068.jpg,2,0,0.35794148,0.22399408,0.14462143,0.26187557,0.004871952,0.0015092602,0.005186165
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025984.jpg,2,3,0.009322332,0.07928412,0.14356498,0.6638378,0.06174653,0.03573615,0.006508037
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032417.jpg,2,2,0.05595113,0.0055399123,0.7032613,0.21448258,0.005990073,0.01084662,0.0039283857
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027310.jpg,2,3,0.018705918,0.07283633,0.28360713,0.46758908,0.099555455,0.031326514,0.026379572
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025937.jpg,2,2,0.05996872,0.04121586,0.502112,0.26876116,0.016394535,0.06902357,0.04252419
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027828.jpg,2,2,0.043907613,0.1053289,0.5874774,0.1270509,0.09590305,0.023137687,0.017194469
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0030698.jpg,2,3,0.044267673,0.0029197696,0.44708768,0.49102977,0.0020067263,0.010190997,0.0024974113
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0024981.jpg,2,4,0.047280297,0.05192725,0.05032962,0.005559281,0.81227887,0.027794655,0.0048299865
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027053.jpg,2,2,0.019135877,0.016367782,0.75252926,0.031549726,0.08848339,0.07451049,0.017423414
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025819.jpg,2,2,0.3765812,0.013294943,0.4008686,0.15215255,0.021245256,0.0128859,0.0229716
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032013.jpg,2,2,0.21780364,0.01154317,0.67088246,0.058621053,0.019331172,0.007452831,0.014365707
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025099.jpg,2,2,0.08462704,0.013814985,0.45748946,0.26894417,0.08595972,0.083315015,0.0058496324
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029289.jpg,2,3,0.00088465185,0.0064354,0.024286943,0.59768504,0.18228363,0.18228363,0.0061407015
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032283.jpg,2,0,0.4527723,0.0864131,0.3210636,0.0395628,0.06943488,0.015016346,0.015736995
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0031624.jpg,2,2,0.108932644,0.062067956,0.62686414,0.15849607,0.01363452,0.012221905,0.017782766
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029060.jpg,2,3,0.17231613,0.013287595,0.34269157,0.42648652,0.025612507,0.013709388,0.005896334
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032306.jpg,2,2,0.32705346,0.008187623,0.5226299,0.09370238,0.011728228,0.006277668,0.030420706
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027957.jpg,2,2,0.14562762,0.12851594,0.34934253,0.17566045,0.13259546,0.047278367,0.020979648
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032382.jpg,2,2,0.1049776,0.024934366,0.47047696,0.32335377,0.0386191,0.03103132,0.0066069495
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029674.jpg,2,2,0.083965026,0.0044499836,0.56490093,0.31196788,0.006474688,0.024435217,0.0038062725
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0024623.jpg,2,2,0.18031466,0.12392833,0.591229,0.021874653,0.053300913,0.0041748504,0.02517757
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032929.jpg,2,2,0.19958405,0.01587881,0.5958479,0.025374265,0.012561172,0.0135818655,0.13717198
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033900.jpg,2,2,0.031946104,0.0066962675,0.52370334,0.1548064,0.11325879,0.14095284,0.028636307
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0030276.jpg,2,4,0.019425796,0.3285624,0.068870425,0.041772027,0.36085522,0.03008726,0.15042683
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033465.jpg,2,2,0.18095192,0.005550324,0.49187827,0.09098833,0.15001439,0.0686816,0.011935072
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029683.jpg,2,4,0.0011651561,0.015589616,0.020978123,0.008744983,0.78719825,0.15023941,0.016084485
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032514.jpg,2,2,0.023298243,0.014809265,0.49041548,0.16426861,0.062349327,0.21762055,0.027238406
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033910.jpg,2,2,0.1442334,0.022118911,0.47292316,0.29594776,0.038819898,0.019519871,0.0064369706
