image_path,true_label,predicted_label,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4,probability_class_5,probability_class_6
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025661.jpg,2,0,0.9580981,0.025934529,0.0011574279,0.0023018203,0.008686978,0.0024888609,0.0013321914
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027850.jpg,2,0,0.79150623,0.048282187,0.030214222,0.00014663448,0.105458006,0.014272188,0.010120497
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029068.jpg,2,0,0.7938861,0.08907155,0.10413519,0.0031941307,0.0031446104,0.004231536,0.002336876
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025984.jpg,2,5,0.063365474,0.047830768,0.0674522,0.051717393,0.19517942,0.5560144,0.018440407
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032417.jpg,2,2,0.30325496,0.0043257,0.54061043,0.002926915,0.022665048,0.11691521,0.009301716
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027310.jpg,2,5,0.00794165,0.01875567,0.3172281,0.04941461,0.25489995,0.32729802,0.024462005
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025937.jpg,2,5,0.053901777,0.0021229114,0.17673713,0.007409689,0.16345513,0.4956715,0.10070178
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027828.jpg,2,5,0.06417265,0.02513037,0.027172409,0.0015571031,0.36356282,0.43854046,0.07986415
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0030698.jpg,2,5,0.020107802,0.007998331,0.25671923,0.0027212955,0.117534615,0.5876361,0.007282564
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0024981.jpg,2,4,0.25085795,0.09671435,0.059583984,0.0021366985,0.31219774,0.2548084,0.023700872
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027053.jpg,2,5,0.20311132,0.011281104,0.105372764,0.007398329,0.30490622,0.35647148,0.011458757
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025819.jpg,2,0,0.9572826,0.0028622232,0.0051828166,0.0063501196,0.008027304,0.01866404,0.0016308457
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032013.jpg,2,0,0.9037087,0.0062824315,0.027719386,0.0034156987,0.008066801,0.046421237,0.0043858443
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025099.jpg,2,5,0.047432814,0.25244397,0.16816391,0.011443698,0.16816391,0.29513687,0.05721489
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029289.jpg,2,5,0.00064710976,0.0010180466,0.002992205,0.0047815302,0.08744506,0.8970716,0.006044421
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032283.jpg,2,0,0.73065966,0.019778052,0.08197774,0.032608494,0.070119284,0.053762317,0.011094481
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0031624.jpg,2,2,0.045359157,0.0064332956,0.6985362,0.00033566623,0.02544418,0.18509367,0.03879774
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029060.jpg,2,0,0.42697504,0.009286861,0.040975552,0.029513583,0.16983894,0.3123816,0.01102842
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032306.jpg,2,0,0.9483507,0.00040216188,0.018203236,0.004748598,0.0057279025,0.020951796,0.0016156293
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027957.jpg,2,5,0.01785571,0.0021325601,0.022221789,0.2244321,0.15667886,0.55547476,0.021204177
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032382.jpg,2,0,0.80852437,0.014130504,0.058569312,0.0062703732,0.016011957,0.08792295,0.0085705845
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029674.jpg,2,0,0.77943635,0.025449498,0.11405673,0.0016525525,0.017766614,0.05387659,0.007761658
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0024623.jpg,2,2,0.2753089,0.0056252684,0.43994236,0.00015710258,0.1450776,0.06642136,0.06746735
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032929.jpg,2,0,0.7243092,0.1693713,0.011891732,0.015753984,0.030844808,0.019302186,0.028526781
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033900.jpg,2,4,0.0042455997,0.048588313,0.004519417,0.18052751,0.54744285,0.201393,0.013283307
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0030276.jpg,2,0,0.68798834,0.05826618,0.07481526,8.759966e-05,0.13547292,0.026676202,0.016693542
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033465.jpg,2,0,0.8165449,0.0013695153,0.034772675,0.0116473865,0.029281529,0.10061807,0.005765875
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029683.jpg,2,4,0.03518926,0.0020482605,0.06998219,0.0016980676,0.47824153,0.39647618,0.016364524
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032514.jpg,2,0,0.6013352,0.013706945,0.028567724,0.0015140341,0.041565794,0.307132,0.0061782044
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033910.jpg,2,5,0.04733715,0.06995977,0.008756491,0.07218053,0.34977686,0.42855555,0.023433588
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033212.jpg,2,4,0.18870524,0.02475274,0.14023383,0.0049508596,0.3932955,0.0762438,0.17181808
