image_path,true_label,predicted_label,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4,probability_class_5,probability_class_6
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025661.jpg,2,1,0.0035786277,0.99225426,0.0017440838,0.0005319155,0.0015880065,0.0001726877,0.00013035152
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027850.jpg,2,2,0.039889462,0.13922791,0.7765509,0.0015466824,0.034119267,0.0083612865,0.0003045598
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029068.jpg,2,2,0.0024388356,0.0060361754,0.9838965,0.0029417973,0.001346853,0.0029417973,0.00039812896
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025984.jpg,2,1,0.007952522,0.31766236,0.16480105,0.103129864,0.12439836,0.28033602,0.0017198533
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032417.jpg,2,2,0.0013657596,0.000119338736,0.9977081,0.000108659166,0.0004297553,0.00024486723,2.3499193e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027310.jpg,2,2,0.0011940633,0.018678293,0.9285387,0.00095945684,0.044806894,0.0050271945,0.00079541764
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025937.jpg,2,2,0.002446791,0.0034505283,0.98710585,0.00012967516,0.0013941394,0.0050204885,0.00045261078
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027828.jpg,2,4,0.00016233152,0.08150264,0.20812428,0.0009341534,0.70407534,0.0045980643,0.00060313474
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0030698.jpg,2,2,0.00088105974,0.00044302465,0.99686974,4.970599e-05,0.0007536103,0.0009983715,4.3432606e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0024981.jpg,2,1,0.005767488,0.5526565,0.15346715,0.0012869004,0.25302458,0.0331896,0.0006078887
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027053.jpg,2,4,0.0035125655,0.007915689,0.13599208,0.0056130635,0.8330525,0.013892465,2.1549487e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025819.jpg,2,0,0.62422186,0.21572532,0.11546944,0.007154603,0.013790857,0.011081265,0.012556718
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032013.jpg,2,0,0.8445717,0.016466528,0.0785574,0.0013100688,0.027148714,0.028899655,0.0030460013
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025099.jpg,2,2,0.00038645195,0.037030883,0.9550391,0.00048094723,0.00567887,0.00134885,3.48397e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029289.jpg,2,4,0.0011128059,0.09120727,0.032520954,0.0026694825,0.6532008,0.21879487,0.0004938046
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032283.jpg,2,1,0.058962543,0.6144037,0.11015653,0.0049935766,0.06083421,0.15056612,8.3275765e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0031624.jpg,2,2,0.0306563,0.010268575,0.9536895,0.00025706872,0.004280579,0.0004372886,0.00041079463
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029060.jpg,2,2,0.03133724,0.14490192,0.3817657,0.028532878,0.30675736,0.1060125,0.0006923297
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032306.jpg,2,0,0.91701126,0.034462433,0.02090252,8.279561e-05,0.02090252,0.001826442,0.0048120334
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027957.jpg,2,4,0.019538803,0.072595455,0.09617335,0.0026442895,0.7804747,0.028428791,0.0001445908
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032382.jpg,2,1,0.044250563,0.6708986,0.18630181,0.0038665712,0.05173415,0.041569553,0.0013786684
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029674.jpg,2,5,0.24914451,0.08088538,0.24147913,0.006639476,0.09165514,0.33006284,0.00013355834
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0024623.jpg,2,2,0.020863213,0.024391567,0.9152868,0.00078406563,0.029421847,0.0079187825,0.0013337405
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032929.jpg,2,0,0.80193084,0.09881727,0.014687876,0.018279357,0.0438499,0.0010639861,0.021370733
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033900.jpg,2,4,0.00016684327,0.042121135,0.033845283,0.0013969616,0.9005895,0.021852156,2.8100992e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0030276.jpg,2,0,0.69843906,0.008259366,0.23394778,0.0003202504,0.055567473,0.00069949124,0.0027665412
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033465.jpg,2,0,0.3827353,0.013941132,0.116727665,0.003752205,0.21807599,0.26304987,0.0017178847
