image_path,true_label,predicted_label,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4,probability_class_5,probability_class_6
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025661.jpg,2,5,0.28023547,0.1097418,0.14999925,0.03295046,0.12830116,0.29830912,0.0004627262
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027850.jpg,2,2,0.310083,0.2867799,0.34592262,0.0029464178,0.014731162,0.03942263,0.000114245006
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029068.jpg,2,2,0.24261102,0.21410348,0.35299695,0.0026533802,0.057625167,0.12986033,0.00014969347
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025984.jpg,2,4,0.07629514,0.033855755,0.09495082,0.0012923782,0.48220006,0.31133178,7.405917e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032417.jpg,2,1,0.23399763,0.32998955,0.17941222,0.0136202965,0.19098331,0.05060554,0.0013914009
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027310.jpg,2,4,0.2030105,0.19071072,0.13313754,0.01163343,0.3144288,0.146223,0.0008559936
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025937.jpg,2,5,0.06326527,0.033338457,0.13393259,0.020220796,0.34200886,0.40614554,0.0010885391
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027828.jpg,2,4,0.13137871,0.17135014,0.062058907,0.0010845977,0.4731129,0.16096857,4.618774e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0030698.jpg,2,4,0.09973879,0.13632677,0.12412694,0.0008764985,0.3591732,0.27972436,3.345864e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0024981.jpg,2,5,0.022593306,0.12601535,0.010183602,0.00016205065,0.39426714,0.4467632,1.5310425e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027053.jpg,2,4,0.053577777,0.04878312,0.027364854,0.0035338374,0.5943001,0.2720904,0.00034989728
