tequ_user_id;test_id;test_round;image_id;image_isic_id;tequ_no;tequ_correct;answer;manage;image_diag_id;tequ_mode_id;expected_accuracy_2pl;ability_2pl;age;yob;profession;gender
670181a675651760624a6d7201e1c88de7069d85;a34fec617ad16d8005109c5f88cb88308c98b973;1;2276693;DEMO_2276693;1;1,0;OTHER_BENIGN;manage_dismiss;OTHER_BENIGN;radio_radio_management47;0,6278442260810195;non_expert;61+;;dermatologyResident;Male
670181a675651760624a6d7201e1c88de7069d85;a34fec617ad16d8005109c5f88cb88308c98b973;1;2276693;DEMO_2276693;1;;timeout;;OTHER_BENIGN;radio_radio_management47_help;0,6278442260810195;non_expert;61+;;dermatologyResident;Male
670181a675651760624a6d7201e1c88de7069d85;a34fec617ad16d8005109c5f88cb88308c98b973;1;2992045;DEMO_2992045;2;1,0;NV;manage_localtherapy;NV;radio_radio_management47;0,6278442260810195;non_expert;61+;;dermatologyResident;Male
670181a675651760624a6d7201e1c88de7069d85;a34fec617ad16d8005109c5f88cb88308c98b973;1;2992045;DEMO_2992045;2;1,0;NV;manage_monitor;NV;radio_radio_management47_help;0,6278442260810195;non_expert;61+;;dermatologyResident;Male
670181a675651760624a6d7201e1c88de7069d85;a34fec617ad16d8005109c5f88cb88308c98b973;1;5110765;DEMO_5110765;3;0,0;OTHER_BENIGN;manage_localtherapy;BCC;radio_radio_management47;0,6278442260810195;non_expert;61+;;dermatologyResident;Male
670181a675651760624a6d7201e1c88de7069d85;a34fec617ad16d8005109c5f88cb88308c98b973;1;5110765;DEMO_5110765;3;;timeout;;BCC;radio_radio_management47_help;0,6278442260810195;non_expert;61+;;dermatologyResident;Male
670181a675651760624a6d7201e1c88de7069d85;a34fec617ad16d8005109c5f88cb88308c98b973;1;1230946;DEMO_1230946;4;1,0;SCCKA;manage_localtherapy;SCCKA;radio_radio_management47;0,6278442260810195;non_expert;61+;;dermatologyResident;Male
670181a675651760624a6d7201e1c88de7069d85;a34fec617ad16d8005109c5f88cb88308c98b973;1;1230946;DEMO_1230946;4;0,0;VASC;manage_localtherapy;SCCKA;radio_radio_management47_help;0,6278442260810195;non_expert;61+;;dermatologyResident;Male
670181a675651760624a6d7201e1c88de7069d85;a34fec617ad16d8005109c5f88cb88308c98b973;1;9253984;DEMO_9253984;5;;timeout;;NV;radio_radio_management47;0,6278442260810195;non_expert;61+;;dermatologyResident;Male
670181a675651760624a6d7201e1c88de7069d85;a34fec617ad16d8005109c5f88cb88308c98b973;1;9253984;DEMO_9253984;5;0,0;MEL;manage_dismiss;NV;radio_radio_management47_help;0,6278442260810195;non_expert;61+;;dermatologyResident;Male
670181a675651760624a6d7201e1c88de7069d85;a34fec617ad16d8005109c5f88cb88308c98b973;1;6589292;DEMO_6589292;6;1,0;NV;manage_monitor;NV;radio_radio_management47;0,6278442260810195;non_expert;61+;;dermatologyResident;Male
670181a675651760624a6d7201e1c88de7069d85;a34fec617ad16d8005109c5f88cb88308c98b973;1;6589292;DEMO_6589292;6;1,0;NV;manage_dismiss;NV;radio_radio_management47_help;0,6278442260810195;non_expert;61+;;dermatologyResident;Male
670181a675651760624a6d7201e1c88de7069d85;a34fec617ad16d8005109c5f88cb88308c98b973;1;4769108;DEMO_4769108;7;1,0;SCCKA;manage_localtherapy;SCCKA;radio_radio_management47;0,6278442260810195;non_expert;61+;;dermatologyResident;Male
