reader_id,reader_expertise,test_session_id,round_number,question_number,test_mode,has_ai_assistance,image_id,isic_id,true_diagnosis,reader_diagnosis,is_correct,is_correct_numeric,clinical_decision,is_completed,expected_accuracy_2pl,age,yob,profession,gender
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,1,without_ai,False,2276693,DEMO_2276693,OTHER_BENIGN,OTHER_BENIGN,True,1.0,dismiss,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,1,with_ai,True,2276693,DEMO_2276693,OTHER_BENIGN,timeout,False,,,False,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,2,without_ai,False,2992045,DEMO_2992045,NV,NV,True,1.0,local_therapy,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,2,with_ai,True,2992045,DEMO_2992045,NV,NV,True,1.0,monitor,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,3,without_ai,False,5110765,DEMO_5110765,BCC,OTHER_BENIGN,False,0.0,local_therapy,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,3,with_ai,True,5110765,DEMO_5110765,BCC,timeout,False,,,False,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,4,without_ai,False,1230946,DEMO_1230946,SCCKA,SCCKA,True,1.0,local_therapy,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,4,with_ai,True,1230946,DEMO_1230946,SCCKA,VASC,False,0.0,local_therapy,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,5,without_ai,False,9253984,DEMO_9253984,NV,timeout,False,,,False,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,5,with_ai,True,9253984,DEMO_9253984,NV,MEL,False,0.0,dismiss,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,6,without_ai,False,6589292,DEMO_6589292,NV,NV,True,1.0,monitor,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,6,with_ai,True,6589292,DEMO_6589292,NV,NV,True,1.0,dismiss,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,7,without_ai,False,4769108,DEMO_4769108,SCCKA,SCCKA,True,1.0,local_therapy,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,7,with_ai,True,4769108,DEMO_4769108,SCCKA,SCCKA,True,1.0,biopsy,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,8,without_ai,False,3810738,DEMO_3810738,MEL,MEL,True,1.0,monitor,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,8,with_ai,True,3810738,DEMO_3810738,MEL,MEL,True,1.0,biopsy,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,9,without_ai,False,5113663,DEMO_5113663,NV,NV,True,1.0,monitor,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,9,with_ai,True,5113663,DEMO_5113663,NV,OTHER_MALIGNANT,False,0.0,dismiss,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,10,without_ai,False,7912606,DEMO_7912606,NV,NV,True,1.0,monitor,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,10,with_ai,True,7912606,DEMO_7912606,NV,DF,False,0.0,monitor,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,11,without_ai,False,9614706,DEMO_9614706,NV,timeout,False,,,False,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,11,with_ai,True,9614706,DEMO_9614706,NV,VASC,False,0.0,biopsy,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,12,without_ai,False,1363582,DEMO_1363582,AKIEC,timeout,False,,,False,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,12,with_ai,True,1363582,DEMO_1363582,AKIEC,BKL,False,0.0,local_therapy,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,13,without_ai,False,8481458,DEMO_8481458,VASC,VASC,True,1.0,monitor,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,13,with_ai,True,8481458,DEMO_8481458,VASC,VASC,True,1.0,monitor,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,14,without_ai,False,6139735,DEMO_6139735,VASC,SCCKA,False,0.0,dismiss,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,14,with_ai,True,6139735,DEMO_6139735,VASC,SCCKA,False,0.0,dismiss,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,15,without_ai,False,7894711,DEMO_7894711,BKL,timeout,False,,,False,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,a34fec617ad16d8005109c5f88cb88308c98b973,1,15,with_ai,True,7894711,DEMO_7894711,BKL,BKL,True,1.0,dismiss,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,31074d5c4553b97b3c9550e3356e1f2dbbf4b8c9,2,1,without_ai,False,3716642,DEMO_3716642,BCC,BCC,True,1.0,biopsy,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,31074d5c4553b97b3c9550e3356e1f2dbbf4b8c9,2,1,with_ai,True,3716642,DEMO_3716642,BCC,BCC,True,1.0,monitor,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,31074d5c4553b97b3c9550e3356e1f2dbbf4b8c9,2,2,without_ai,False,6955080,DEMO_6955080,SCCKA,timeout,False,,,False,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,31074d5c4553b97b3c9550e3356e1f2dbbf4b8c9,2,2,with_ai,True,6955080,DEMO_6955080,SCCKA,AKIEC,False,0.0,monitor,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,31074d5c4553b97b3c9550e3356e1f2dbbf4b8c9,2,3,without_ai,False,4186255,DEMO_4186255,VASC,VASC,True,1.0,local_therapy,True,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,31074d5c4553b97b3c9550e3356e1f2dbbf4b8c9,2,3,with_ai,True,4186255,DEMO_4186255,VASC,timeout,False,,,False,0.6278442260810195,61+,,dermatologyResident,Male
670181a675651760624a6d7201e1c88de7069d85,non-expert,31074d5c4553b97b3c9550e3356e1f2dbbf4b8c9,2,4,without_ai,False,965669,DEMO_0965669,BCC,BCC,True,1.0,biopsy,True,0.6278442260810195,61+,,dermatologyResident,Male
