filename,true_label,predicted_label,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4,probability_class_5,probability_class_6
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025661.jpg,2,2,0.0067557893,0.09071788,0.75568056,0.002733437,0.09505948,0.04850504,0.0005478095
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027850.jpg,2,5,0.00016300885,0.006636578,0.2104585,1.4062343e-05,0.13564949,0.64679873,0.00027958455
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029068.jpg,2,1,0.0005142829,0.62893236,0.063957356,0.19806468,0.00041514658,0.10235446,0.005761695
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025984.jpg,2,1,0.00771792,0.47457153,0.055533662,0.0018617838,0.08171784,0.37413228,0.0044650286
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032417.jpg,2,2,0.00015620148,0.00048873754,0.99829286,9.742061e-05,0.0006179438,0.0002849681,6.183508e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027310.jpg,2,5,0.00031279982,0.00018558414,0.12507047,0.0005162426,0.008624146,0.8652287,6.207179e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025937.jpg,2,2,0.0001575432,0.00049361936,0.9845329,8.1441794e-05,6.0472677e-05,0.014616117,5.788526e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027828.jpg,2,5,0.0027199406,0.00029174777,0.45082578,0.00042768862,0.026200335,0.5171881,0.0023465015
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0030698.jpg,2,2,1.4688983e-06,7.059839e-05,0.6698934,1.1779114e-06,0.0012569829,0.32868636,9.001247e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0024981.jpg,2,5,1.332093e-05,7.061451e-05,0.008561861,1.483538e-05,0.15358618,0.83665496,0.0010982278
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027053.jpg,2,2,0.0017559533,5.7069654e-05,0.5659029,1.9884494e-06,0.09011679,0.34211832,4.693043e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025819.jpg,2,2,0.0013409635,0.0036549591,0.98315626,0.0031607545,0.0029830013,0.0056442814,5.9757935e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032013.jpg,2,2,0.001492696,0.00056556944,0.979365,0.00023550676,0.0010786281,0.01722404,3.8522165e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0025099.jpg,2,2,5.233235e-06,0.0004305148,0.8475255,2.605631e-05,0.043430094,0.10848133,0.00010120263
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029289.jpg,2,5,1.2245473e-06,0.00026233462,0.076305404,1.9747255e-05,0.30050597,0.6092336,0.0136717055
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032283.jpg,2,5,0.0018178184,0.011978842,0.20836167,0.008276503,0.021557624,0.747585,0.00042252024
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0031624.jpg,2,2,0.0026403815,0.0011267974,0.8903965,0.0006992145,0.030506797,0.07392576,0.00070460717
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029060.jpg,2,2,0.012501859,0.0004043997,0.61524117,8.461672e-05,0.05988354,0.31094512,0.00093925773
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032306.jpg,2,2,0.021079723,0.000101367346,0.96931523,0.00068135187,0.0058690594,0.0029465996,6.6692037e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0027957.jpg,2,5,4.009064e-05,0.00021780208,0.20528875,9.567908e-05,0.08426478,0.70958453,0.0005084108
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032382.jpg,2,5,0.00083681865,0.023548337,0.16929448,2.417246e-05,0.09834145,0.7047523,0.003202355
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0029674.jpg,2,2,0.0008764615,0.001380717,0.52473724,0.0007639375,0.034680285,0.43720448,0.00035686244
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0024623.jpg,2,2,0.0027985051,0.0002711027,0.9527753,4.640549e-06,0.04394217,0.00019007054,1.8258876e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0032929.jpg,2,2,0.19423856,0.0013684002,0.6553886,0.0003529642,0.12295649,0.02512067,0.0005742971
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033900.jpg,2,4,0.0029648293,0.00025602995,0.34577218,2.9669702e-05,0.60475534,0.04622008,1.9519487e-06
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0030276.jpg,2,2,0.04207455,0.06472701,0.7624525,0.0051983185,0.06070942,0.06482332,1.4981453e-05
/home/share/Uni_Eval/HAM10000_clean/ISIC2018/ISIC_0033465.jpg,2,2,0.00031916046,3.8424046e-06,0.87368035,0.006244364,0.04623281,0.07351843,1.0625049e-06
